42.546245,1.601554,Andorra,Andorra,Català
23.424076,53.847818,United Arab Emirates,دولة الإمارات العربية المتحدة,عربى
33.93911,67.709953,Afghanistan,افغانستان,پښتو
17.060816,-61.796428,Antigua and Barbuda,Antigua and Barbuda,English
18.220554,-63.068615,Anguilla,Anguilla,English
41.153332,20.168331,Albania,Shqipëria,shqiptar
40.069099,45.038189,Armenia,Հայաստան,հայերեն
-11.202692,17.873887,Angola,Angola,Português
-75.250973,-0.071389,Antarctica,Antarctica,N/A
-38.416097,-63.616672,Argentina,Argentina,Español
-14.270972,-170.132217,American Samoa,American Samoa,English
47.516231,14.550072,Austria,Österreich,Deutsche
-25.274398,133.775136,Australia,Australia,English
12.52111,-69.968338,Aruba,Aruba,Nederlands
40.143105,47.576927,Azerbaijan,Azərbaycan,Azerbaijani
43.915886,17.679076,Bosnia and Herzegovina,Bosna i Hercegovina,Bosanski
13.193887,-59.543198,Barbados,Barbados,English
23.684994,90.356331,Bangladesh,Bangladesh,বাংলা
50.503887,4.469936,Belgium,België,Nederlands
12.238333,-1.561593,Burkina Faso,Burkina Faso,français
42.733883,25.48583,Bulgaria,България,български
25.930414,50.637772,Bahrain,‏البحرين,عربى
-3.373056,29.918886,Burundi,Burundi,français
9.30769,2.315834,Benin,Bénin,français
32.321384,-64.75737,Bermuda,Bermuda,English
4.535277,114.727669,Brunei,Negara Brunei Darussalam,MΕλληνικάayu
-16.290154,-63.588653,Bolivia,Bolivia,Español
-14.235004,-51.92528,Brazil,Brasil,Nederlands
25.03428,-77.39628,Bahamas,Bahamas,Português
27.514162,90.433601,Bhutan,ʼbrug-yul,Dzongkha
-54.423199,3.413194,Bouvet Island,Bouvetøya,norsk
-22.328474,24.684866,Botswana,Botswana,English
53.709807,27.953389,Belarus,Белару́сь,беларускі
17.189877,-88.49765,Belize,Belize,English
56.130366,-106.346771,Canada,Canada,English
-12.164165,96.870956,Cocos [Keeling] Islands,Cocos (Keeling) Islands,English
-4.038333,21.758664,Congo [DRC],République démocratique du Congo,français
6.611111,20.939444,Central African Republic,Ködörösêse tî Bêafrîka,français
-0.228021,15.827659,Congo [Republic],République du Congo,français
46.818188,8.227512,Switzerland,Schweiz,Deutsche
7.539989,-5.54708,Côte d'Ivoire,Côte d'Ivoire,français
-21.236736,-159.777671,Cook Islands,Cook Islands,English
-35.675147,-71.542969,Chile,Chile,Español
7.369722,12.354722,Cameroon,Cameroon,English
35.86166,104.195397,China,中国, 中文
4.570868,-74.297333,Colombia,Colombia,Español
9.748917,-83.753428,Costa Rica,Costa Rica,Español
21.521757,-77.781167,Cuba,Cuba,Español
16.002082,-24.013197,Cape Verde,Cabo Verde,Português
-10.447525,105.690449,Christmas Island,Christmas Island,English
35.126413,33.429859,Cyprus,Κύπρος,Ελληνικά
49.817492,15.472962,Czech Republic,Česká republika,čeština
51.165691,10.451526,Germany,Deutschland,Deutsche
11.825138,42.590275,Djibouti,Djibouti,français
56.26392,9.501785,Denmark,Danmark,dansk
15.414999,-61.370976,Dominica,Dominica,English
18.735693,-70.162651,Dominican Republic,República Dominicana,Español
28.033886,1.659626,Algeria,الجزائر,عربى
-1.831239,-78.183406,Ecuador,Ecuador,Español
58.595272,25.013607,Estonia,Eesti,Eesti keel
26.820553,30.802498,Egypt,مصر‎,عربى
24.215527,-12.885834,Western Sahara,الصحراء الغربية,Español
15.179384,39.782334,Eritrea,ኤርትራ,Tigrinya
40.463667,-3.74922,Spain,España,Español
9.145,40.489673,Ethiopia,ኢትዮጵያ,አማርኛ
61.92411,25.748151,Finland,Suomi,Suomalainen
-16.578193,179.414413,Fiji,Fiji,English
-51.796253,-59.523613,Falkland Islands [Islas Malvinas],Falkland Islands,English
7.425554,150.550812,Micronesia,Micronesia,English
61.892635,-6.911806,Faroe Islands,Føroyar,faroese
46.227638,2.213749,France,France,français
-0.803689,11.609444,Gabon,Gabon,français
55.378051,-3.435973,United Kingdom,United Kingdom,English
12.262776,-61.604171,Grenada,Grenada,English
42.315407,43.356892,Georgia,საქართველო,ქართული
3.933889,-53.125782,French Guiana,Guyane française,français
49.465691,-2.585278,Guernsey,Guernsey,English
7.946527,-1.023194,Ghana,Ghana,English
36.137741,-5.345374,Gibraltar,Gibraltar,English
71.706936,-42.604303,Greenland,Kalaallit Nunaat,Kalaallisut
13.443182,-15.310139,Gambia,Gambia,English
9.945587,-9.696645,Guinea,Guinée,français
16.995971,-62.067641,Guadeloupe,Guadeloupe,français
1.650801,10.267895,Equatorial Guinea,Guinea Ecuatorial,Español
39.074208,21.824312,Greece,Ελλάδα,Ελληνικά
-54.429579,-36.587909,South Georgia and the South Sandwich Islands,South Georgia,English
15.783471,-90.230759,Guatemala,Guatemala,Español
13.444304,144.793731,Guam,Guam,English
11.803749,-15.180413,Guinea-Bissau,Guiné-Bissau,Português
4.860416,-58.93018,Guyana,Guyana,English
22.396428,114.109497,Hong Kong,香港, 中文
-53.08181,73.504158,Heard Island and McDonald Islands,Heard Island and McDonald Islands,English
15.199999,-86.241905,Honduras,Honduras,Español
45.1,15.2,Croatia,Hrvatska,Hrvatski
18.971187,-72.285215,Haiti,Haïti,français
47.162494,19.503304,Hungary,Magyarország,Magyar
-0.789275,113.921327,Indonesia,Indonesia,bahasa Indonesia
53.41291,-8.24389,Ireland,Éire,Gaeilge
31.046051,34.851612,Israel,יִשְׂרָאֵל,עברית
54.236107,-4.548056,Isle of Man,Isle of Man,English
20.593684,78.96288,India,भारत,हिंदी
-6.343194,71.876519,British Indian Ocean Territory,British Indian Ocean Territory,English
33.223191,43.679291,Iraq,العراق,عربى
32.427908,53.688046,Iran,ایران,فارسی
64.963051,-19.020835,Iceland,Ísland,Íslensku
41.87194,12.56738,Italy,Italia,Italiano
49.214439,-2.13125,Jersey,Jersey,English
18.109581,-77.297508,Jamaica,Jamaica,English
30.585164,36.238414,Jordan,الأردن,عربى
36.204824,138.252924,Japan,日本,日本人
-0.023559,37.906193,Kenya,Kenya,English
41.20438,74.766098,Kyrgyzstan,Кыргызстан,Kurdî
12.565679,104.990963,Cambodia,Kâmpŭchéa,ភាសាខ្មែរ
-3.370417,-168.734039,Kiribati,Kiribati,English
-11.875001,43.872219,Comoros,Komori,عربى
17.357822,-62.782998,Saint Kitts and Nevis,Saint Kitts and Nevis,English
40.339852,127.510093,North Korea,북한,한국어
35.907757,127.766922,South Korea,대한민국,한국어
29.31166,47.481766,Kuwait,الكويت,عربى
19.513469,-80.566956,Cayman Islands,Cayman Islands,English
48.019573,66.923684,Kazakhstan,Қазақстан,Қазақша
19.85627,102.495496,Laos,ສປປລາວ,ລາວ
33.854721,35.862285,Lebanon,لبنان,عربى
13.909444,-60.978893,Saint Lucia,Saint Lucia,English
47.166,9.555373,Liechtenstein,Liechtenstein,Deutsche
7.873054,80.771797,Sri Lanka,śrī laṃkāva,සිංහල
6.428055,-9.429499,Liberia,Liberia,English
-29.609988,28.233608,Lesotho,Lesotho,English
55.169438,23.881275,Lithuania,Lietuva,Lietuvių
49.815273,6.129583,Luxembourg,Luxembourg,français
56.879635,24.603189,Latvia,Latvija,latviešu
26.3351,17.228331,Libya,‏ليبيا,عربى
31.791702,-7.09262,Morocco,المغرب,عربى
43.750298,7.412841,Monaco,Monaco,français
47.411631,28.369885,Moldova,Moldova,Română
42.708678,19.37439,Montenegro,Црна Гора,Српски
-18.766947,46.869107,Madagascar,Madagasikara,français
7.131474,171.184478,Marshall Islands,M̧ajeļ,English
41.608635,21.745275,Macedonia [FYROM],Македонија,Македонски
17.570692,-3.996166,Mali,Mali,français
21.913965,95.956223,Myanmar [Burma],မြန်မာ,မြန်မာ
46.862496,103.846656,Mongolia,Монгол улс,Монгол хэл дээр
22.198745,113.543873,Macau,澳門, 中文
17.33083,145.38469,Northern Mariana Islands,Northern Mariana Islands,English
14.641528,-61.024174,Martinique,Martinique,français
21.00789,-10.940835,Mauritania,موريتانيا,عربى
16.742498,-62.187366,Montserrat,Montserrat,English
